S.No,name,title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,have_high_title
969,Cyrenna Swann,no_title,0,unknown,236.0,House Swann,0,1,1,1,1,1,0,13.0,0,0.0769230769230769,0,0
970,Cynthea Frey,no_title,0,unknown,290.0,House Frey,0,1,1,1,0,0,0,15.0,0,0.1438127090301,1,0
971,Daegon Shepherd,no_title,0,Ironborn,,House Shepherd,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
972,Daeron Vaith,Lord,0,Dornish,,House Vaith,0,0,0,1,1,0,1,,0,0.0100334448160535,1,1
973,Dafyn Vance,no_title,0,unknown,,House Vance,0,1,1,1,0,1,1,,0,0.103678929765886,1,0
974,Dagon Greyjoy,Lord,1,Ironborn,,House Greyjoy,0,0,0,1,1,0,1,,0,0.0735785953177257,1,1
975,Dalbridge,no_title,1,unknown,254.0,Night's Watch,0,1,1,1,1,0,0,45.0,0,0.0501672240802675,0,0
976,Damon Paege,no_title,1,unknown,,House Paege,0,1,1,1,0,0,1,,0,0.020066889632107,1,0
977,Damon Shett,no_title,0,unknown,,House Shett of Gull Tower,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
978,Damon Vypren,no_title,0,unknown,265.0,House Vypren,0,1,1,1,0,0,1,40.0,0,0.157190635451505,1,0
979,Dancy,no_title,0,unknown,,Chataya's brothel,0,1,1,1,1,0,0,,0,0.040133779264214,1,0
980,Dareon,no_title,1,unknown,,Night's Watch,1,1,1,1,1,0,0,,0,0.167224080267558,0,0
981,Darlessa Marbrand,no_title,0,unknown,,House Marbrand,1,1,1,0,1,1,0,,0,0.0836120401337792,1,0
982,Daryn Hornwood,no_title,1,Northmen,,House Hornwood,1,0,0,0,1,0,0,,0,0.0869565217391304,0,0
983,Danwell Frey,no_title,1,unknown,252.0,House Frey,1,1,1,1,1,1,1,53.0,0,0.180602006688963,1,0
984,Deana Hardyng,no_title,0,unknown,,House Hardyng,0,1,1,1,0,1,0,,0,0.0969899665551839,1,0
985,Delena Florent,no_title,0,unknown,,House Florent,0,1,1,1,0,1,0,,0,0.11705685618729,1,0
986,Della Frey,no_title,0,unknown,296.0,House Frey,0,1,1,1,0,0,0,9.0,0,0.0501672240802675,1,0
987,Delp,no_title,0,unknown,,House Tully,0,1,1,1,1,0,0,,0,0.0133779264214046,0,0
988,Delonne Allyrion,no_title,0,Dornish,,House Allyrion,0,0,1,1,1,0,1,,0,0.0267558528428093,1,0
989,Denys Darklyn,no_title,1,unknown,,House Darklyn,0,0,0,1,0,1,1,,0,0.0568561872909698,1,0
990,Denys Arryn,no_title,0,unknown,,House Arryn,0,0,1,1,0,0,1,,0,0.0836120401337792,0,0
991,Dermot,no_title,0,unknown,,House Baratheon of Dragonstone,0,1,1,1,0,0,1,,0,0.0234113712374581,1,0
992,Desmond,no_title,0,unknown,,House Stark,1,1,0,0,1,0,0,,0,0.0434782608695652,0,0
993,Desmond Redwyne,no_title,1,unknown,,House Redwyne,0,0,0,1,0,1,1,,0,0.0769230769230769,1,0
994,Deziel Dalt,no_title,1,unknown,,House Dalt,0,0,1,1,1,0,1,,0,0.0267558528428093,1,0
995,Dickon Tarly,no_title,1,unknown,287.0,House Tarly,1,0,0,1,1,1,0,18.0,0,0.103678929765886,1,0
996,Dickon Frey,no_title,1,unknown,294.0,House Frey,0,1,1,1,0,0,0,11.0,0,0.0869565217391304,1,0
997,Dirk,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0434782608695652,0,0
998,Dolf,no_title,0,Vale mountain clans,,Stone Crows,1,1,0,0,1,0,0,,0,0.0167224080267558,1,0
999,Donnel Haigh,no_title,1,unknown,255.0,House Haigh,0,1,1,1,0,0,1,50.0,0,0.0869565217391304,1,0
1000,Donnel of Duskendale,no_title,1,unknown,,Kingsguard,0,0,0,1,0,0,1,,0,0.0367892976588628,1,0
1001,Donnel Locke,no_title,0,unknown,,House Locke,0,1,1,1,0,0,1,,0,0.0367892976588628,0,0
1002,Donnel Waynwood,no_title,0,unknown,277.0,House Waynwood,1,1,1,1,1,0,1,28.0,0,0.060200668896321,1,0
1003,Donnor Stark,no_title,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0802675585284281,1,0
1004,Dormund,no_title,1,Free Folk,,unknown,0,0,1,1,1,0,0,,0,0.0267558528428093,0,0
1005,Duram Bar Emmon,no_title,0,unknown,284.0,House Bar Emmon,0,1,1,1,0,0,1,21.0,0,0.0267558528428093,1,0
1006,Ebben,no_title,1,unknown,,Night's Watch,0,1,1,1,1,0,0,,0,0.0434782608695652,0,0
1007,Edderion Stark,King,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0100334448160535,1,1
1008,Edmyn Tully,no_title,1,Rivermen,,House Tully,1,0,1,0,0,0,1,,0,0.357859531772575,1,0
1009,Eddara Tallhart,Lady,0,Northmen,289.0,House Tallhart,0,1,1,1,1,0,1,16.0,0,0.040133779264214,1,1
1010,Edrick Stark,King,1,Northmen,,House Stark,0,1,0,0,1,0,1,,0,0.0267558528428093,1,1
1011,Edwyd Fossoway,no_title,1,unknown,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0.0234113712374581,0,0
1012,Edwyn Stark,King,0,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0100334448160535,1,1
1013,Edwyle Stark,no_title,1,Northmen,,House Stark,0,1,0,0,0,1,1,,0,0.107023411371237,1,0
1014,Elder Brother,no_title,1,unknown,255.0,Faith of the Seven,0,0,0,1,0,0,1,50.0,0,0.0769230769230769,1,0
1015,Elbert Arryn,no_title,1,unknown,,House Arryn,0,1,0,1,0,0,1,,0,0.0468227424749163,0,0
1016,Eleanor Mooton,no_title,0,unknown,286.0,House Mooton,0,0,0,1,1,1,0,19.0,0,0.0301003344481605,1,0
1017,Ellery Vance,no_title,1,unknown,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0.0267558528428093,1,0
1018,Elron,no_title,0,unknown,,Night's Watch,0,1,1,1,1,0,0,,0,0.0133779264214046,1,0
1019,Elinor Tyrell,no_title,0,unknown,286.0,House Tyrell,0,0,1,1,1,0,0,19.0,0,0.163879598662207,1,0
1020,Elmar Frey,no_title,1,unknown,290.0,House Frey,1,1,1,1,1,0,0,15.0,0,0.0668896321070234,1,0
1021,Elwood,no_title,0,unknown,,House Tully,0,0,1,1,1,0,0,,0,0.0167224080267558,0,0
1022,Elwood Meadows,no_title,1,Reach,278.0,House Meadows,0,1,1,1,1,0,1,27.0,0,0.0501672240802675,1,0
1023,Elyana Vypren,no_title,0,unknown,264.0,House Vypren,0,1,1,1,0,1,0,41.0,0,0.160535117056856,1,0
1024,Elyn Norridge,no_title,0,unknown,,House Norridge,0,0,1,1,0,1,0,,0,0.127090301003344,1,0
1025,Emberlei Frey,no_title,0,unknown,296.0,House Frey,0,1,1,1,0,0,0,9.0,0,0.0802675585284281,1,0
1026,Endrew Tarth,no_title,1,unknown,,House Tarth,1,1,1,0,0,0,1,,0,0.0668896321070234,0,0
1027,Eroeh,no_title,0,Lhazareen,,unknown,1,1,0,0,1,0,0,,0,0.0334448160535117,0,0
1028,Eon Hunter,no_title,1,unknown,,House Hunter,1,1,1,1,1,0,1,,0,0.0468227424749163,0,0
1029,Ermesande Hayford,no_title,0,unknown,298.0,House Hayford,0,1,1,1,1,1,1,7.0,0,0.113712374581939,1,0
1030,Erena Glover,no_title,0,Northmen,297.0,House Glover,0,1,1,1,0,0,0,8.0,0,0.0535117056856187,1,0
1031,Erren Florent,no_title,1,unknown,,House Florent,0,1,1,1,0,0,1,,0,0.0869565217391304,1,0
1032,Eustace Brune,no_title,1,unknown,,House Brune of the Dyre Den,0,0,0,1,0,0,1,,0,0.0167224080267558,1,0
1033,Eustace Hunter,no_title,0,unknown,,House Hunter,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
1034,Eyron Stark,King,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0100334448160535,1,1
1035,Ferrego Antaryon,no_title,1,Braavosi,,unknown,0,0,0,1,1,0,1,,0,0.0167224080267558,1,0
1036,Forley Prester,no_title,1,unknown,,House Prester,1,1,1,1,0,0,1,,0,0.0635451505016722,1,0
1037,Franklyn Fowler,no_title,1,Dornishmen,,House Fowler,0,0,0,1,1,0,1,,0,0.020066889632107,1,0
1038,Flement Brax,no_title,1,unknown,,House Brax,1,1,1,1,1,1,1,,0,0.140468227424749,1,0
1039,Frenken,no_title,0,unknown,,unknown,0,1,1,1,1,0,1,,0,0.0434782608695652,1,0
1040,Franklyn Frey,no_title,1,Rivermen,,House Frey,0,0,0,0,0,0,1,,0,0.0367892976588628,1,0
1041,Gareth Clifton,no_title,1,unknown,,House Clifton,0,0,0,1,0,1,1,,0,0.0133779264214046,1,0
1042,Garrison Prester,no_title,1,unknown,,House Prester,0,0,0,1,1,0,1,,0,0.0133779264214046,1,0
1043,Garth of Greenaway,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0301003344481605,0,0
1044,Garrett Flowers,no_title,0,unknown,,House Tyrell,1,1,1,1,1,0,0,,0,0.130434782608695,1,0
1045,Garse Goodbrook,no_title,1,unknown,,House Goodbrook,0,1,1,1,0,1,1,,0,0.0668896321070234,1,0
1046,Garse Flowers,no_title,1,unknown,,House Tyrell,1,1,1,1,1,0,0,,0,0.130434782608695,1,0
1047,Garth Greenfield,no_title,0,Westerman,,House Greenfield,1,0,1,1,1,0,1,,0,0.0301003344481605,1,0
1048,Garth Greyfeather,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0501672240802675,0,0
1049,Gawen Swann,no_title,1,unknown,152.0,House Swann,0,0,0,0,0,0,1,100.0,0,0.0167224080267558,0,0
1050,Gawen Glover,no_title,1,Northmen,295.0,House Glover,0,1,1,1,0,0,0,10.0,0,0.0468227424749163,1,0
1051,Gawen Wylde,no_title,1,unknown,,House Wylde,0,1,0,0,0,0,1,,0,0.0133779264214046,0,0
1052,Garth Tyrell,Lord,1,unknown,,House Tyrell,1,1,1,1,1,0,1,,0,0.163879598662207,1,1
1053,Gendel,no_title,1,Free Folk,,unknown,0,1,1,0,0,0,1,,0,0.0568561872909698,1,0
1054,Gawen Westerling,no_title,1,Westermen,,House Westerling,1,1,1,1,1,1,1,,0,0.0836120401337792,1,0
1055,Gerald Gower,no_title,0,unknown,,House Gower,0,0,1,1,1,0,1,,0,0.0234113712374581,1,0
1056,Gerold Grafton,no_title,1,unknown,,House Grafton,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
1057,Gerardys,no_title,1,unknown,,Blacks,0,0,1,0,0,0,1,,0,0.0234113712374581,0,0
1058,Gilbert Farring,no_title,1,unknown,,House Farring,0,0,1,1,1,0,1,,0,0.0468227424749163,1,0
1059,Glendon Hewett,no_title,1,unknown,,House Hewett,0,0,1,1,1,0,1,,0,0.0267558528428093,1,0
1060,Gilwood Hunter,no_title,1,unknown,250.0,House Hunter,0,0,1,1,1,0,1,55.0,0,0.040133779264214,1,0
1061,Godric Borrell,no_title,1,Sistermen,,House Borrell,0,0,0,1,1,0,1,,0,0.0869565217391304,1,0
1062,Goodwin,no_title,1,unknown,,House Tarth,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
1063,Gormon Peake,no_title,1,unknown,,House Peake,0,0,0,0,0,0,1,,0,0.060200668896321,0,0
1064,Gorne,no_title,1,Free Folk,,unknown,0,1,1,0,0,0,1,,0,0.0535117056856187,1,0
1065,Gormon Tyrell,no_title,1,unknown,,Citadel,1,1,1,1,1,0,1,,0,0.153846153846153,1,0
1066,Grazdan mo Eraz,no_title,0,Ghiscari,,Wise Masters,0,0,1,1,1,0,0,,0,0.0234113712374581,1,0
1067,Grazdan mo Ullhor,Master,1,Astapori,,Good Masters,0,0,1,0,0,0,1,,0,0.0301003344481605,0,1
1068,Grazdar zo Galare,no_title,1,Ghiscari,,House of Galare,0,0,0,0,1,0,1,,0,0.0100334448160535,1,0
1069,Grubbs,no_title,0,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.020066889632107,0,0
1070,Gueren,no_title,1,unknown,,Night's Watch,1,1,1,1,0,0,0,,0,0.0133779264214046,1,0
1071,Guncer Sunglass,no_title,1,unknown,,House Sunglass,0,1,1,0,0,0,1,,0,0.040133779264214,0,0
1072,Gulian Swann,no_title,1,unknown,259.0,House Swann,0,1,1,0,0,0,1,46.0,0,0.0334448160535117,1,0
1073,Guthor Grimm,Lord,1,unknown,,House Grimm,0,0,0,1,1,0,1,,0,0.0167224080267558,1,1
1074,Gunthor Hightower,no_title,0,unknown,,House Hightower,0,0,0,1,0,1,1,,0,0.0535117056856187,1,0
1075,Gyldayn,no_title,1,unknown,,The Citadel,0,0,0,0,0,0,1,,0,0.157190635451505,1,0
1076,Gwayne Hightower,no_title,1,unknown,88.0,House Hightower,0,0,0,0,0,0,1,42.0,0,0.0501672240802675,0,0
1077,Hairy Hal,no_title,0,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0334448160535117,0,0
1078,Hake,no_title,1,unknown,,Night's Watch,1,1,1,0,0,0,0,,0,0.0267558528428093,0,0
1079,Halder,no_title,1,unknown,281.0,Night's Watch,1,1,1,1,1,0,0,24.0,0,0.060200668896321,1,0
1080,Hallis Mollen,no_title,1,Northmen,,House Mollen,1,1,1,1,0,0,1,,0,0.0702341137123745,1,0
1081,Halmon Paege,no_title,1,unknown,,House Paege,0,1,1,1,1,0,1,,0,0.0167224080267558,1,0
1082,Harbert,no_title,1,unknown,,House Baratheon,0,1,0,0,0,0,1,,0,0.0234113712374581,1,0
1083,Harlan Hunter,no_title,1,unknown,,House Hunter,1,0,0,1,1,0,1,,0,0.0267558528428093,1,0
1084,Harlen Tyrell,no_title,1,Reach,,House Tyrell,1,0,0,0,0,0,1,,0,0.0635451505016722,0,0
1085,Harmond Umber,no_title,0,Northmen,,House Umber,1,0,0,0,0,0,1,,0,0.0167224080267558,1,0
1086,Harmune,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,1,,0,0.0434782608695652,1,0
1087,Harrold Westerling,no_title,1,Westermen,,House Westerling,0,0,0,0,0,0,1,,0,0.270903010033444,0,0
1088,Harwood Fell,no_title,1,unknown,,House Fell,0,0,0,1,1,0,1,,0,0.0301003344481605,0,0
1089,Harwin Strong,no_title,1,unknown,90.0,House Strong,0,0,0,0,0,0,1,30.0,0,0.0869565217391304,0,0
1090,Harwood Stout,no_title,1,Northmen,,House Stout,0,0,0,1,1,0,1,,0,0.0535117056856187,1,0
1091,Harys Haigh,no_title,1,unknown,254.0,House Haigh,0,1,1,1,0,0,1,51.0,0,0.0903010033444816,1,0
1092,Helman Tallhart,no_title,1,Northmen,,House Tallhart,1,1,1,1,1,0,1,,0,0.130434782608695,0,0
1093,Lord Commander Hoare,Lord,1,unknown,,House Hoare,1,0,0,0,0,0,1,,0,0.060200668896321,1,1
1094,Hobber Redwyne,no_title,1,Reach,,House Redwyne,1,1,1,1,1,0,1,,0,0.214046822742474,1,0
1095,Hoarfrost Umber,no_title,1,Northmen,,House Umber,0,0,0,0,1,0,1,,0,0.020066889632107,1,0
1096,Hosman Norcross,no_title,1,unknown,,House Norcross,0,1,1,1,0,1,1,,0,0.0769230769230769,1,0
1097,Hoster Frey,no_title,1,unknown,287.0,House Frey,0,1,1,1,0,0,0,18.0,0,0.0903010033444816,1,0
1098,Horas Redwyne,no_title,1,Reach,,House Redwyne,1,1,1,1,1,0,1,,0,0.217391304347826,1,0
1099,Hubard Rambton,no_title,1,unknown,,House Rambton,0,1,1,0,0,0,1,,0,0.020066889632107,0,0
1100,Horton Redfort,no_title,1,Valemen,,House Redfort,0,0,1,1,1,0,1,,0,0.0468227424749163,1,0
1101,Hotho Harlaw,no_title,1,Ironborn,,House Harlaw of the Tower of Glimmering,0,0,0,1,1,0,1,,0,0.0769230769230769,1,0
1102,Hugo Wull,no_title,1,Northern mountain clans,,House Wull,0,0,0,1,1,0,1,,0,0.0367892976588628,1,0
1103,Hugor of the Hill,King,1,Andals,,unknown,0,0,0,0,1,0,1,,0,0.0501672240802675,1,1
1104,Hugo Vance,no_title,1,unknown,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0.0267558528428093,1,0
1105,Hullen,no_title,1,Northmen,,House Stark,1,1,1,0,1,0,1,,0,0.060200668896321,0,0
1106,Humfrey Beesbury,no_title,1,unknown,,House Beesbury,0,0,0,0,0,0,1,,0,0.0267558528428093,0,0
1107,Humfrey Hardyng,no_title,1,unknown,,House Hardyng,0,0,0,0,0,0,1,,0,0.0535117056856187,0,0
1108,Humfrey Swyft,no_title,0,unknown,,House Swyft,0,0,0,1,1,0,1,,0,0.0100334448160535,1,0
1109,Humfrey Wagstaff,no_title,0,unknown,230.0,House Wagstaff,0,0,0,1,0,0,1,75.0,0,0.0167224080267558,1,0
1110,Igon Vyrwel,no_title,0,unknown,,House Vyrwel,1,1,1,1,1,0,0,,0,0.0267558528428093,1,0
1111,Jacks,no_title,0,northmen,,House Stark,1,1,1,1,0,0,0,,0,0.0334448160535117,1,0
1112,Janei Lannister,no_title,0,unknown,296.0,House Lannister,1,1,1,1,1,0,0,9.0,0,0.100334448160535,1,0
1113,Jammos Frey,no_title,1,unknown,266.0,House Frey,0,1,1,1,1,1,1,39.0,0,0.0903010033444816,1,0
1114,Janna Tyrell,no_title,0,unknown,,House Tyrell,1,1,1,1,1,1,0,,0,0.177257525083612,1,0
1115,Jaremy Rykker,no_title,1,unknown,,Night's Watch,1,1,1,0,1,0,1,,0,0.060200668896321,0,0
1116,Jarl,no_title,1,Free Folk,,unknown,0,0,1,1,1,0,0,,0,0.0501672240802675,0,0
1117,Jason Lannister,no_title,1,unknown,,House Lannister,0,0,0,0,0,1,1,,0,0.0468227424749163,0,0
1118,Jasper Arryn,no_title,1,unknown,,House Arryn,0,0,0,1,0,0,1,,1,0.0434782608695652,1,0
1119,Jasper Redfort,no_title,0,Valemen,,House Redfort,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
1120,Jeren,no_title,1,unknown,,Night's Watch,1,1,1,1,1,0,0,,0,0.020066889632107,1,0
1121,Jeyne Arryn,no_title,0,Vale,,House Arryn,0,0,0,0,0,0,1,,0,0.0334448160535117,0,0
1122,Jeyne Beesbury,no_title,0,unknown,,House Beesbury,0,1,1,1,0,1,0,,0,0.060200668896321,1,0
1123,Jeyne Darry,no_title,1,Westeros,,House Darry,0,0,1,1,0,1,0,,0,0.0769230769230769,1,0
1124,Jeyne Goodbrook,no_title,0,unknown,293.0,House Goodbrook,0,1,1,1,0,0,0,12.0,0,0.0635451505016722,1,0
1125,Jeyne Rivers,no_title,0,unknown,,House Frey,0,1,1,1,1,0,0,,0,0.020066889632107,1,0
1126,Jeyne Lydden,no_title,0,unknown,,House Lydden,0,1,1,1,0,1,0,,0,0.100334448160535,1,0
1127,Joffrey Lonmouth,no_title,1,unknown,99.0,House Lonmouth,0,0,0,0,0,0,1,15.0,0,0.0234113712374581,0,0
1128,Joffrey Caswell,no_title,1,unknown,190.0,House Caswell,0,0,0,0,0,0,1,100.0,0,0.0234113712374581,0,0
1129,Jon Bettley,no_title,0,unknown,,House Bettley,0,0,0,1,1,0,1,,0,0.0167224080267558,1,0
1130,Jon Brax,no_title,0,unknown,296.0,House Brax,0,1,1,1,0,0,0,9.0,0,0.113712374581939,1,0
1131,Jon Lynderly,Lord,0,unknown,,House Lynderly,0,0,0,1,1,0,1,,0,0.0234113712374581,1,1
1132,Jon Myre,no_title,0,Ironborn,,House Myre,0,0,1,1,1,0,0,,0,0.0234113712374581,1,0
1133,Jon Redfort,no_title,0,Valemen,,House Redfort,0,0,0,1,1,0,1,,0,0.0234113712374581,1,0
1134,Jon Wylde,no_title,1,unknown,,House Wylde,0,1,1,1,0,1,1,,0,0.160535117056856,1,0
1135,Jonos Stark,King,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0100334448160535,1,1
1136,Jonos Frey,no_title,0,unknown,291.0,House Frey,0,1,1,1,0,0,0,14.0,0,0.0535117056856187,1,0
1137,Jonnel Stark,no_title,1,unknown,,House Stark,0,1,0,0,0,1,1,,0,0.127090301003344,1,0
1138,Joramun,no_title,1,Free Folk,,unknown,0,1,1,0,0,0,1,,0,0.0635451505016722,1,0
1139,Jorah Stark,King,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0100334448160535,1,1
1140,Jonothor Darry,no_title,1,unknown,,House Darry,0,0,1,1,0,0,1,,1,0.0468227424749163,0,0
1141,Jorelle Mormont,no_title,0,Northmen,278.0,House Mormont,0,0,0,1,1,0,0,27.0,0,0.040133779264214,1,0
1142,Jyana,no_title,0,Crannogmen,,House Reed,0,0,0,1,1,1,0,,0,0.020066889632107,1,0
1143,Joy Hill,no_title,0,unknown,288.0,House Lannister,1,1,1,1,1,0,0,17.0,0,0.103678929765886,1,0
1144,Jyanna Frey,no_title,0,unknown,,House Frey,0,1,1,1,0,1,0,,0,0.0501672240802675,1,0
1145,Kaeth,no_title,1,unknown,175.0,unknown,0,0,1,1,0,0,1,82.0,0,0.260869565217391,0,0
1146,Jynessa Blackmont,no_title,0,Dornish,,House Blackmont,0,0,1,1,0,0,0,,0,0.020066889632107,1,0
1147,Karlon Stark,no_title,1,Northmen,,House Stark,0,0,1,0,0,0,1,,0,0.0167224080267558,1,0
1148,Kedge Whiteye,no_title,1,unknown,251.0,Night's Watch,0,1,1,1,1,0,0,54.0,0,0.0367892976588628,1,0
1149,Kennos of Kayce,no_title,1,unknown,,House Kenning of Kayce,0,0,1,1,1,0,1,,0,0.0334448160535117,1,0
1150,Kezmya,no_title,0,Ghiscari,,House of Pahl,0,0,0,0,1,0,1,,0,0.0167224080267558,1,0
1151,Kyra,no_title,1,unknown,280.0,House Stark,1,1,0,1,1,0,0,20.0,0,0.0535117056856187,0,0
1152,Kyra Frey,no_title,0,unknown,262.0,House Frey,0,1,1,1,0,1,0,43.0,0,0.0668896321070234,1,0
1153,Lambert Turnberry,no_title,1,unknown,,House Turnberry,0,0,0,1,1,0,1,,0,0.0167224080267558,1,0
1154,Lark,no_title,1,Sistermen,,Night's Watch,0,1,1,0,0,0,0,,0,0.040133779264214,0,0
1155,Larence Snow,no_title,1,Northmen,286.0,House Hornwood,0,1,1,1,0,0,0,19.0,0,0.060200668896321,1,0
1156,Larra Blackmont,no_title,0,Dornish,,House Blackmont,0,0,1,1,1,0,1,,0,0.0267558528428093,1,0
1157,Lanna Lannister,no_title,0,unknown,,House Lannister,0,0,1,1,1,1,0,,0,0.0735785953177257,1,0
1158,Leathers,no_title,1,Wildling,259.0,Night's Watch,0,0,0,0,1,0,1,46.0,0,0.0501672240802675,1,0
1159,Left Hand Lew,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0167224080267558,1,0
1160,Leo Lefford,no_title,1,unknown,,House Lefford,1,1,1,1,1,0,1,,0,0.0568561872909698,0,0
1161,Leo Blackbar,no_title,1,unknown,,House Blackbar,0,0,1,1,0,1,1,,0,0.127090301003344,1,0
1162,Leona Woolfield,no_title,0,unknown,,House Woolfield,0,0,0,1,1,1,0,,0,0.0468227424749163,1,0
1163,Leonette Fossoway,Lady,0,unknown,,House Fossoway,0,0,1,1,1,1,1,,0,0.17391304347826,1,1
1164,Leonella Lefford,no_title,0,unknown,,House Lefford,0,1,1,1,0,1,0,,0,0.0802675585284281,1,0
1165,Lester Morrigen,Lord,0,unknown,,House Morrigen,0,0,1,1,1,0,1,,0,0.0234113712374581,1,1
1166,Lewys the Fishwife,no_title,0,unknown,,House Baratheon of Dragonstone,0,0,0,0,0,0,0,,0,0.0,1,0
1167,Lewys Lydden,Lord,0,unknown,,House Lydden,1,1,1,1,1,0,1,,0,0.0367892976588628,1,1
1168,Leslyn Haigh,no_title,0,unknown,,House Haigh,0,1,1,1,1,1,1,,0,0.0869565217391304,1,0
1169,Lomas Estermont,no_title,0,Stormlands,,House Estermont,0,1,1,1,1,0,1,,0,0.0334448160535117,1,0
1170,Lorent Marbrand,no_title,1,Westerman,,House Marbrand,0,0,0,0,0,0,1,,0,0.0735785953177257,0,0
1171,Loreza Sand,no_title,0,Dorne,293.0,House Martell,0,0,1,1,1,0,0,12.0,1,0.107023411371237,1,0
1172,Lothar Mallery,Lord,0,unknown,,House Mallery,1,0,1,0,0,0,1,,0,0.0167224080267558,0,1
1173,Lucas Corbray,no_title,0,unknown,,House Corbray,0,0,0,1,1,0,1,,0,0.0133779264214046,1,0
1174,Lucas Codd,no_title,0,Ironborn,,House Codd,0,0,0,1,1,0,0,,0,0.0234113712374581,1,0
1175,Luceon Frey,no_title,1,unknown,249.0,Faith of the Seven,0,1,1,1,1,0,0,56.0,0,0.0769230769230769,1,0
1176,Lucias Vypren,Lord,1,unknown,,House Vypren,0,1,1,1,1,1,1,,0,0.163879598662207,1,1
1177,Lucos Chyttering,Lord,1,unknown,283.0,House Chyttering,0,0,1,1,0,0,1,22.0,0,0.020066889632107,1,1
1178,Lucion Lannister,no_title,0,unknown,,House Lannister,0,0,1,1,1,0,1,,0,0.0668896321070234,1,0
1179,Luthor Tyrell,Lord,1,Reach,,House Tyrell,0,0,1,0,0,1,1,,1,0.170568561872909,1,1
1180,Lyanna Mormont,no_title,1,Northmen,290.0,House Mormont,0,0,0,1,1,0,0,15.0,1,0.0568561872909698,1,0
1181,Lyessa Flint,no_title,0,Northmen,,House Flint of Widow's Watch,0,1,1,1,1,0,1,,0,0.0367892976588628,1,0
1182,Lyman Beesbury,Master,1,unknown,48.0,House Beesbury,0,0,0,0,0,0,1,81.0,0,0.260869565217391,0,1
1183,Lymond Goodbrook,Lord,1,unknown,,House Goodbrook,0,0,1,1,1,0,1,,0,0.0267558528428093,1,1
1184,Lyman Darry,Lord,0,unknown,290.0,House Darry,1,1,0,0,0,0,1,9.0,0,0.0568561872909698,0,1
1185,Lymond Lychester,no_title,1,Rivermen,,House Lychester,0,0,1,1,0,0,1,,0,0.0234113712374581,1,0
1186,Lymond Vikary,no_title,1,unknown,,House Vikary,0,1,1,1,1,0,1,,0,0.0267558528428093,1,0
1187,Lyonel Selmy,no_title,1,unknown,,House Selmy,0,0,1,0,0,0,1,,0,0.0167224080267558,1,0
1188,Aggo,no_title,0,Dothraki,,House Targaryen,1,1,1,1,1,0,0,,0,0.133779264214046,1,0
1189,Alys Karstark,no_title,0,Northmen,284.0,House Karstark,0,0,1,1,1,1,0,21.0,0,0.157190635451505,1,0
1190,Cleos Frey,no_title,1,unknown,258.0,House Frey,1,1,1,1,1,1,1,41.0,0,0.247491638795986,0,0
1191,Dontos Hollard,no_title,1,unknown,261.0,House Hollard,1,1,1,1,0,0,1,39.0,0,0.23076923076923,0,0
1192,Craster,no_title,1,Free Folk,,unknown,0,1,1,1,1,0,0,,0,0.170568561872909,0,0
1193,Dale Seaworth,no_title,1,unknown,,House Seaworth,0,1,1,1,1,0,1,,0,0.0702341137123745,0,0
1194,Denys Mallister,no_title,1,unknown,245.0,House Mallister,1,1,1,1,1,0,1,60.0,0,0.130434782608695,1,0
1195,Edric Storm,no_title,1,unknown,287.0,House Baratheon,1,1,1,1,1,0,0,18.0,0,0.284280936454849,1,0
1196,Hosteen Frey,no_title,1,unknown,249.0,House Frey,1,1,1,1,1,1,1,56.0,0,0.274247491638795,1,0
1197,Lyonel Corbray,no_title,1,unknown,260.0,House Corbray,0,0,0,1,1,0,1,45.0,0,0.0802675585284281,1,0
1198,Lyonel Frey,no_title,0,unknown,259.0,House Frey of Riverrun,0,1,1,1,1,1,1,46.0,0,0.0635451505016722,1,0
1199,Lyonel Strong,no_title,1,unknown,,House Strong,0,0,0,0,0,1,1,,0,0.334448160535117,0,0
